Unnamed: 0,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elim_week_result,is_withdrew,is_place,season_max_week,last_week_positive,active_until,week1_p_mean,week2_p_mean,week3_p_mean,week4_p_mean,week5_p_mean,week6_p_mean,week7_p_mean,week8_p_mean,week9_p_mean,week10_p_mean,week11_p_mean,week1_judge_score,week2_judge_score,week3_judge_score,week4_judge_score,week5_judge_score,week6_judge_score,week7_judge_score,week8_judge_score,week9_judge_score,week10_judge_score,week11_judge_score
266,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,,8.0,9.0,8.0,,9.0,9.0,9.0,10.0,8.0,8.5,9.0,9.0,11.0,11.0,11.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,9.6666,10.0,9.6666,10.0,,False,True,11,11,11.0,0.008319410245045,0.0002550654054463,0.1098544221490694,0.000764807164558,0.1665522112229114,0.1659788910171775,0.200992295488819,0.1356276404642995,0.0119550691464193,0.0152298903073403,0.0039944701000634,0.003589417674181471,0.003547671840354767,0.003531958688935112,0.003553028957186001,0.0032035880185808103,0.004813323571045866,0.0050836224207670665,0.0057893636863004866,0.008376674421303206,0.00890561217727286,0.03399101562560763
267,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,6.0,False,False,11,6,6.0,0.026969060441441,0.0250355234050795,0.0273449741952636,0.0254043763056647,0.0334817584374981,0.0216286400773108,,,,,,0.0027789040058179134,0.0026607538802660754,0.002848353781399284,0.0028424231657488007,0.003075444497837578,0.0036425151348455204,,,,,
268,Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,11,3,3.0,0.008436569284097,0.0089887830672167,0.0054304756273529,,,,,,,,,0.0023157533381815945,0.0024390243902439024,0.0026204854788873413,,,,,,,,
269,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,9.0,9.0,10.0,,10.0,9.0,10.0,,10.0,9.0,9.0,10.0,9.5,9.0,9.0,9.5,11.6666,11.6666,11.6666,,9.0,9.0,9.0,9.0,9.5,10.0,10.0,,9.6666,9.6666,9.6666,10.0,,False,True,11,11,11.0,0.0100579634997366,0.1527430748283092,0.1588370954784946,0.1028052346856492,0.0011732640038071,0.2028364436290231,0.0163245233052832,0.0009475570633461,0.302840356940103,0.2495931505003139,0.1475347183275644,0.003589417674181471,0.003215077605321508,0.0033040903864231695,0.003316160360040268,0.00371616210155374,0.004943413397290349,0.005452000857054535,0.0061401991256902965,0.007539006979172885,0.008757185307651646,0.0337028975825911
270,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7.0,6.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.1146979325484745,0.1047951925781418,0.1085665687416827,0.11106319894842,,,,,,,,0.0030104793396360727,0.0033259423503325942,0.002848353781399284,0.0021318173743116006,,,,,,,
271,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,7.0,5.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.1240937334744446,0.112162298549827,0.1148981068803692,0.1149135588722324,,,,,,,,0.002894691672726993,0.0028824833702882483,0.0026204854788873413,0.002723988867175934,,,,,,,
272,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,10.0,8.0,8.5,9.0,9.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,9.5,9.5,10.0,,8.5,9.0,9.0,9.0,11.0,False,False,11,11,11.0,0.2021288862634863,0.1754883071747913,0.1858833443148115,0.1929871391492796,0.2400842572412,0.0009573169174775,0.3039123442730237,0.2620384514825477,0.0178658964885527,0.3737546305479947,0.4527631643655443,0.0031262670065451523,0.003215077605321508,0.002962287932655255,0.002723988867175934,0.003331731539324043,0.005203593049779315,0.0050836224207670665,0.005263057896636806,0.008376674421303206,0.00860875843803043,0.0306784358940811
273,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,,9.0,9.0,9.0,,7.0,8.0,8.0,7.0,8.5,8.5,9.0,8.5,8.0,8.0,8.0,,10.0,10.0,9.0,9.0,10.0,10.0,10.0,,,,,,10.0,False,False,11,10,10.0,0.1540399771159289,0.1149611157557325,0.1436098678237327,0.1431804700371004,0.1706067440716495,0.1915101008325742,0.2410081762427339,0.2171755299038371,0.2702980076304637,0.0125839026496796,,0.002894691672726993,0.003436807095343681,0.0034180245376791408,0.0029608574643216674,0.003459875060067275,0.0039026947873344858,0.0050836224207670665,0.004210446317309445,0.007957840700238045,0.00890561217727286,
274,Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,6.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.008078377329327,0.0105146347380107,0.005929099345873,,,,,,,,,0.002431541005090674,0.002771618625277162,0.0027344196301433126,,,,,,,,
275,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.0139701827241686,0.0151813418723029,0.016545378690891,0.0090255512859328,,,,,,,,0.0023157533381815945,0.0024390243902439024,0.0027344196301433126,0.003316160360040268,,,,,,,
276,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,7.0,7.0,7.0,7.0,8.0,6.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,9.5,9.0,9.5,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.1227702479620097,0.1402244852513349,0.0981479109089913,0.1233324269462371,0.1348160756107654,0.000335463075384,,,,,,0.0032420546734542323,0.0033259423503325942,0.0037598269914470546,0.004145200450050335,0.0043568797052699025,0.004813323571045866,,,,,
277,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,8.0,8.5,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.1342354534932919,0.1509709621538863,0.1144935233979701,0.1342036018215015,0.1428742057830542,0.133334769680207,0.1667119108456194,,,,,0.0032420546734542323,0.0031042128603104213,0.0037598269914470546,0.003908331852904601,0.004613166746756367,0.004358009179190176,0.005304649482539548,,,,
278,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,6.0,5.0,5.0,6.0,8.0,5.0,8.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.5,7.5,7.5,7.5,7.5,8.5,7.5,7.5,7.0,7.5,7.0,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.0981264586976751,0.1072929601999672,0.0989599030377792,0.0949076933471071,0.1049597914104777,0.1002357922530306,0.1172319948510579,0.123403925693451,,,,0.0025473286719997538,0.0031042128603104213,0.0027344196301433126,0.0037898975543317346,0.0038443056222969728,0.00409782952670121,0.0045678926099646106,0.0050876226334155795,,,
279,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,8.5,8.5,8.5,9.0,10.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,,,,,,,,,9.0,False,False,10,9,9.0,0.0005427198124265,0.1759799078808567,0.1610367922936241,0.1401394145235826,0.0878477086011542,0.1573368826239514,0.1726397703980124,0.300738656143834,0.0010288320478793,,,0.0037052053410905512,0.003215077605321508,0.0036458928401910833,0.004263634748623201,0.004869453788242832,0.0044880990054346585,0.00574670360608451,0.006315669475964168,0.008376674421303206,,
280,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.5,8.5,7.5,7.5,8.0,8.0,8.0,8.0,8.0,8.0,8.5,8.0,9.0,8.5,9.0,8.5,9.0,9.0,9.3333,9.0,,,,,,False,True,10,10,10.0,0.1515213583603721,0.1674631468538486,0.1572373201684419,0.1480055493627126,0.1685701560167338,0.1528051553190988,0.1873282777319645,0.2917423228526001,0.3334160443248299,0.7862749393544716,,0.0032420546734542323,0.002993348115299335,0.003531958688935112,0.003671463255758868,0.00371616210155374,0.004032784613578969,0.004715243984479598,0.005701646054689874,0.0073295901186403055,0.010785675964016934,
281,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,7.0,8.0,9.0,8.0,8.5,9.5,8.5,8.5,9.5,9.5,10.5,9.5,9.5,9.0,9.5,9.5,9.5,9.0,10.0,10.0,10.0,9.6666,10.0,10.0,,,,,,False,True,10,10,10.0,0.1019473463551117,0.0106809032984106,0.1565703963852797,0.0005504243394019,0.1677622982455132,0.153133874875017,0.173915165944245,0.2830029793894267,0.286705020195505,0.0115218992828773,,0.003589417674181471,0.003547671840354767,0.0031901562351671978,0.004618937644341801,0.004100592663783437,0.004553143918556901,0.00574670360608451,0.006578822370796007,0.008062549130504335,0.011775178533033722,
282,Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5.0,4.0,4.0,4.0,6.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.0102017481238418,0.0068140950963202,,,,,,,,,,0.0019683903374543552,0.0024390243902439024,,,,,,,,,
283,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.0339296442577188,0.0388878337414919,0.0359537241796791,0.0347262646372117,0.0251755757398563,,,,,,,0.0027789040058179134,0.0031042128603104213,0.002962287932655255,0.003553028957186001,0.004100592663783437,,,,,,
284,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,9.0,10.0,9.0,10.0,10.0,9.0,9.5,8.0,9.5,10.5,10.5,10.5,10.5,10.0,9.5,10.0,10.0,9.5,9.5,9.5,9.5,10.0,9.6666,9.6666,10.0,,,,,,False,True,10,10,10.0,0.1806461352125971,0.0101374985508676,0.0010386637395788,0.1725997032462669,0.002335814308927,0.1525951436802916,0.0005858306489017,0.0011121159206871,0.3788501034317862,0.2022031613626506,,0.0031262670065451523,0.003547671840354767,0.003873761142703026,0.0037898975543317346,0.0049975973089860645,0.004683233744801383,0.006188757729629472,0.006929692897238462,0.007957840700238045,0.011676207496370297,
285,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6.0,6.0,6.0,6.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0,7.0,9.0,8.0,9.0,8.0,7.5,8.0,7.5,7.5,8.0,8.0,9.0,9.0,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.1440303276714596,0.165852230362702,0.1540872878518912,0.1425093704900458,0.1656583742835178,0.1502229184930189,0.1815870495801987,,,,,0.0027789040058179134,0.002771618625277162,0.002962287932655255,0.003553028957186001,0.0043568797052699025,0.003967739700456727,0.005009946733509573,,,,
286,Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,6.0,6.0,6.0,,8.0,7.5,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.013544156720304,0.0147013932255299,0.0145531281862857,0.0128976414469434,0.0098103375789186,,,,,,,0.002084178004363435,0.0024944567627494456,0.0021647488738634557,0.0028424231657488007,0.003075444497837578,,,,,,
287,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,7.0,6.0,6.0,,8.0,7.5,8.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,7.0,8.0,8.0,8.0,10.0,10.0,10.0,,9.0,8.5,9.0,,8.5,8.0,9.0,,9.7777,9.3333,9.7777,10.0,,,,,,False,True,10,10,10.0,0.1592535341436448,0.0579873370854078,0.1594074300581447,0.1480464559872903,0.0997001729450459,0.1748100426169355,0.0009075876501648,0.2153994760800981,0.336540808751303,0.4225233153768592,,0.0021999656712725145,0.0026607538802660754,0.0023926171763753983,0.0028424231657488007,0.00371616210155374,0.004032784613578969,0.004420541235449623,0.004649034475362512,0.005340129943580794,0.011544256009277035,
288,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,7.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,10.0,9.0,9.0,9.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0,0.0011575454437607,0.0012453968782495,0.0995480067361282,0.0005694485965425,0.0005147094209185,0.0696053596317146,0.1071454647089048,0.000916241228819,0.00252993547752,0.0164152446509828,,0.0025473286719997538,0.0026607538802660754,0.002848353781399284,0.0034345946586131345,0.0038443056222969728,0.005073503223534831,0.003978487111904661,0.005263057896636806,0.006073088955444825,0.011874149569697146,
289,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,6.0,6.0,6.0,,6.5,6.0,6.5,,7.0,7.0,7.0,,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.0114541437213672,0.0102161427249568,0.0105205413948163,0.0060767399772632,,,,,,,,0.002084178004363435,0.0021064301552106432,0.0023926171763753983,0.002723988867175934,,,,,,,
290,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,7.0,7.0,6.0,,6.5,6.5,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.1604595585776383,0.1447001969239528,0.149433944512485,0.1373443939700658,0.1446521292853868,0.162811997647922,0.152791533690994,,,,,0.0023157533381815945,0.0021618625277161864,0.0023926171763753983,0.0028424231657488007,0.003459875060067275,0.004683233744801383,0.0035364329883596983,,,,
291,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,5.0,5.0,5.0,,6.5,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,10.0,9.0,8.0,8.0,8.5,,8.5,8.5,8.5,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.0700165511848548,0.0673621643790709,0.0690577694703692,0.0640573419601032,0.0711992625942152,0.075207812215287,0.0692833357726498,0.0626843892894837,,,,0.0017368150036361958,0.0021618625277161864,0.0023926171763753983,0.0028424231657488007,0.0032035880185808103,0.004813323571045866,0.0036101086756171923,0.004473599212141285,,,
292,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,7.0,6.0,6.0,,7.5,7.0,7.5,,8.0,7.0,7.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,7.0,8.0,9.5,9.5,9.5,,8.0,8.0,8.0,,9.0,9.5,9.5,,,,,,,,,,9.0,False,False,10,9,9.0,0.1170980678449905,0.1167856214130272,0.1205438059462045,0.0800727642299551,0.1119796160113866,0.1271645910231197,0.1105435331481533,0.1615434788404112,0.1237754461792708,,,0.0021999656712725145,0.0024390243902439024,0.00250655132763137,0.003197726061467401,0.003459875060067275,0.004032784613578969,0.004199514173677142,0.004210446317309445,0.005863672094912244,,
293,Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,5.0,4.0,5.0,,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.0253800508940468,0.0254988584339618,,,,,,,,,,0.0016210273367271162,0.00188470066518847,,,,,,,,,
294,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,7.0,8.0,7.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,10.0,9.0,,10.0,10.0,10.0,10.0,8.5,8.5,8.5,,9.5,8.5,9.0,,9.5,9.0,10.0,,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0,0.0468613290793187,0.2124840093510465,0.0005005803779877,0.2035652948425933,0.2045860273694743,0.001215443502606,0.2136287692570072,0.2894650818753501,0.1553633906327605,0.0346552917994197,,0.0025473286719997538,0.0024944567627494456,0.0030762220839112265,0.003079291762894534,0.003588018580810508,0.005203593049779315,0.0037574600501321795,0.004736752106973125,0.005968380525178534,0.011874149569697146,
295,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,6.0,5.0,6.0,,7.0,6.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.0413023023916895,0.0445492298848547,,,,,,,,,,0.0019683903374543552,0.0022727272727272726,,,,,,,,,
296,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,7.0,6.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.0292418323267182,0.0269747250517443,0.0301520475804605,0.0251133775975523,0.0252964583760604,0.0197483489277875,,,,,,0.002084178004363435,0.0021064301552106432,0.0023926171763753983,0.0026055545686030674,0.0028191574563511132,0.0033823354823565546,,,,,
297,Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,6.0,5.0,5.0,,7.0,6.5,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,7.0,7.0,9.0,7.0,9.5,9.5,9.5,,8.0,7.5,8.0,,8.0,8.0,8.0,,9.0,9.5,9.5,9.5,,,,,10.0,False,False,10,10,10.0,0.1925239566627155,0.190616159719147,0.191857842979453,0.1741006968448082,0.18557869955229,0.2043212339569048,0.1857615261324856,0.2699913326858386,0.381790418959146,0.5264061481727388,,0.0018526026705452756,0.0022727272727272726,0.0026204854788873413,0.0028424231657488007,0.0032035880185808103,0.0039026947873344858,0.004199514173677142,0.004122728685698831,0.005026004652781924,0.011132015221591076,
298,Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,7.0,7.0,7.0,,8.0,8.0,7.5,,7.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.1317069710089503,0.0868787649290507,0.154424902757665,0.1481558445468825,0.1466825868663031,0.1651151704777226,0.1599382496396402,,,,,0.002431541005090674,0.0026053215077605323,0.0026204854788873413,0.0028424231657488007,0.003075444497837578,0.004683233744801383,0.003978487111904661,,,,
299,Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,Eliminated Week 1,10,6.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,4,1,1.0,0.156213771404975,,,,,,,,,,,0.0021999656712725145,,,,,,,,,,
300,Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,Eliminated Week 1,9,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,4,1,1.0,0.0933969587866949,,,,,,,,,,,0.002084178004363435,,,,,,,,,,
301,Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,Eliminated Week 2,8,6.0,5.0,6.0,,7.5,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,4,2,2.0,0.0473800522906771,0.0611043768354834,,,,,,,,,,0.0019683903374543552,0.003270509977827051,,,,,,,,,
302,Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,Eliminated Week 2,7,7.0,6.0,7.0,,8.5,9.5,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,4,2,2.0,0.1731717732534248,0.2473141874139653,,,,,,,,,,0.0023157533381815945,0.003880266075388027,,,,,,,,,
303,Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,7.0,7.0,7.0,,7.5,8.5,8.0,7.5,7.0,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,4,3,3.0,0.1196434037127484,0.1512095275863609,0.1821964342545955,,,,,,,,,0.002431541005090674,0.003492239467849224,0.0033040903864231695,,,,,,,,
304,Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,Eliminated Week 3,5,7.0,7.0,7.0,,8.5,8.5,8.0,8.0,8.0,9.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,4,3,3.0,0.1531439988764648,0.1968816736951632,0.2285877104359902,,,,,,,,,0.002431541005090674,0.003658536585365854,0.0037598269914470546,,,,,,,,
305,Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,Eliminated Week 3,4,7.0,8.0,8.0,,9.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,4,3,3.0,0.1626011235855139,0.0061053948097082,0.2587383520644421,,,,,,,,,0.0026631163389088334,0.004101995565410199,0.003987695293958997,,,,,,,,
306,Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3rd Place,3,8.0,8.0,7.0,,8.0,9.0,8.0,8.0,8.5,9.5,8.5,8.5,9.0,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,4,4,4.0,0.0772401856829459,0.1201004392831598,0.1374846737413751,0.5636330141844365,,,,,,,,0.0026631163389088334,0.003658536585365854,0.003987695293958997,0.003316160360040268,,,,,,,
307,Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2nd Place,2,8.0,8.0,8.0,,7.5,8.0,8.0,8.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,4,4,4.0,0.0075561596298554,0.193211209300428,0.1917375420770569,0.4242054606360873,,,,,,,,0.0027789040058179134,0.003492239467849224,0.0043294977477269115,0.003375377509326701,,,,,,,
308,Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1st Place,1,8.0,8.0,8.0,,9.0,9.5,9.0,9.5,10.5,10.5,9.5,10.5,9.5,9.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,4,4,4.0,0.0096525727766992,0.0240731910757305,0.0012552874265399,0.0121615251794766,,,,,,,,0.0027789040058179134,0.004101995565410199,0.004671300201494826,0.0034345946586131345,,,,,,,
309,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,27,Eliminated Week 8,5,7.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,,,,,8.0,False,False,9,8,8.0,0.0890720626551734,0.0160937348432798,0.0004977701953731,0.096340898845294,0.0079442348497608,0.0068295877245175,0.1050078022007304,0.0011798529446242,,,,0.0025473286719997538,0.0028824833702882483,0.0034180245376791408,0.0028424231657488007,0.00371616210155374,0.0039026947873344858,0.004125838486419648,0.005263057896636806,,,
310,Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,27,3rd Place,3,7.0,5.0,6.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,9.5,10.0,,10.0,9.5,9.5,,10.0,10.0,10.0,,,,,,,,,,,False,True,9,9,9.0,0.1065555507637656,0.1104077882234269,0.1029937770798628,0.1079626262358472,0.1197222358644706,0.1013936978261814,0.0004935965563367,0.1300820114232399,0.015953595064732,,,0.002084178004363435,0.0026607538802660754,0.0030762220839112265,0.0028424231657488007,0.003075444497837578,0.003772604961090003,0.004346865548192129,0.0050876226334155795,0.006282505815977404,,
